node,node,weight
理科大楼_3557,理科大楼_1785,8
理科大楼_3558,理科大楼_822,4
理科大楼_3559,理科大楼_3125,1
理科大楼_3560,理科大楼_3163,8
理科大楼_3561,中北校区大门,2
理科大楼_3562,河东浴室,10
理科大楼_3563,理科大楼_713,2
理科大楼_3564,本科生公寓4号楼,7
理科大楼_3565,理科大楼_2999,7
理科大楼_3566,外语学院楼,5
理科大楼_3567,理科大楼_723,10
理科大楼_3568,理科大楼_2584,3
理科大楼_3569,理科大楼_1402,8
理科大楼_3570,理科大楼_2541,3
理科大楼_3571,理科大楼_2820,10
理科大楼_3572,理科大楼_47,6
理科大楼_3573,理科大楼_1253,7
理科大楼_3574,理科大楼_1030,4
理科大楼_3575,理科大楼_1344,3
理科大楼_3576,理科大楼_655,9
理科大楼_3577,理科大楼_1387,8
理科大楼_3578,理科大楼_1285,4
理科大楼_3579,理科大楼_2504,6
理科大楼_3580,理科大楼_2512,2
理科大楼_3581,理科大楼_2160,3
理科大楼_3582,理科大楼_2309,9
理科大楼_3583,理科大楼_788,3
理科大楼_3584,理科大楼_1619,10
理科大楼_3585,理科大楼_2814,4
理科大楼_3586,理科大楼_2895,2
理科大楼_3587,理科大楼_384,9
理科大楼_3588,理科大楼_1897,5
理科大楼_3589,理科大楼_3231,3
理科大楼_3590,理科大楼_997,1
理科大楼_3591,理科大楼_2777,4
理科大楼_3592,理科大楼_289,8
理科大楼_3593,理科大楼_3014,5
理科大楼_3594,理科大楼_292,8
理科大楼_3595,理科大楼_907,7
理科大楼_3596,理科大楼_3402,1
理科大楼_3597,理科大楼_151,9
理科大楼_3598,理科大楼_1722,5
理科大楼_3599,理科大楼_214,4
理科大楼_3600,理科大楼_210,8
理科大楼_3601,理科大楼_2004,7
理科大楼_3602,理科大楼_1557,3
理科大楼_3603,理科大楼_2384,4
理科大楼_3604,理科大楼_1347,4
理科大楼_3605,理科大楼_2917,4
理科大楼_3606,丽娃食堂,10
理科大楼_3607,理科大楼_2723,8
理科大楼_3608,理科大楼_3363,9
理科大楼_3609,理科大楼_501,10
理科大楼_3610,理科大楼_1533,9
理科大楼_3611,理科大楼_1970,9
理科大楼_3612,理科大楼_465,5
理科大楼_3613,理科大楼_1404,7
理科大楼_3614,理科大楼_2997,8
理科大楼_3615,理科大楼_2546,4
理科大楼_3616,理科大楼_1812,4
理科大楼_3617,理科大楼_3487,4
理科大楼_3618,理科大楼_347,7
理科大楼_3619,理科大楼_2061,2
理科大楼_3620,心中书社,8
理科大楼_3621,理科大楼_763,4
理科大楼_3622,理科大楼_241,6
理科大楼_3623,理科大楼_1272,4
理科大楼_3624,理科大楼_909,6
理科大楼_3625,理科大楼_3116,7
理科大楼_3626,理科大楼_1866,1
理科大楼_3627,理科大楼_1346,4
理科大楼_3628,理科大楼_474,8
理科大楼_3629,理科大楼_1553,3
理科大楼_3630,理科大楼_2651,3
理科大楼_3631,理科大楼_1293,8
理科大楼_3632,理科大楼_1137,3
理科大楼_3633,理科大楼_907,10
理科大楼_3634,学生活动中心,8
理科大楼_3635,理科大楼_1550,4
理科大楼_3636,理科大楼_130,6
理科大楼_3637,理科大楼_194,3
理科大楼_3638,理科大楼_1886,7
理科大楼_3639,理科大楼_742,6
理科大楼_3640,理科大楼_754,5
理科大楼_3641,理科大楼_2258,7
理科大楼_3642,理科大楼_1595,10
理科大楼_3643,理科大楼_2150,2
理科大楼_3644,理科大楼_2727,5
理科大楼_3645,理科大楼_989,7
理科大楼_3646,理科大楼_3089,5
理科大楼_3647,理科大楼_2623,4
理科大楼_3648,理科大楼_162,8
理科大楼_3649,理科大楼_2903,5
理科大楼_3650,理科大楼_2992,4
理科大楼_3651,理科大楼_2056,10
理科大楼_3652,河东食堂,4
理科大楼_3653,理科大楼_3398,10
理科大楼_3654,理科大楼_1900,3
理科大楼_3655,理科大楼_789,6
理科大楼_3656,理科大楼_2237,3
理科大楼_3657,理科大楼_994,2
理科大楼_3658,理科大楼_279,4
理科大楼_3659,理科大楼_3397,7
理科大楼_3660,理科大楼_2394,10
理科大楼_3661,理科大楼_3127,3
理科大楼_3662,理科大楼_3362,8
理科大楼_3663,理科大楼_2850,8
理科大楼_3664,理科大楼_3517,1
理科大楼_3665,理科大楼_2089,5
理科大楼_3666,理科大楼_2568,10
理科大楼_3667,理科大楼_780,4
理科大楼_3668,理科大楼_618,6
理科大楼_3669,理科大楼_2379,2
理科大楼_3670,理科大楼_55,9
理科大楼_3671,理科大楼_1328,9
理科大楼_3672,理科大楼_2935,9
理科大楼_3673,理科大楼_73,4
理科大楼_3674,理科大楼_3074,5
理科大楼_3675,理科大楼_3268,7
理科大楼_3676,理科大楼_2744,9
理科大楼_3677,理科大楼_412,9
理科大楼_3678,理科大楼_1524,6
理科大楼_3679,理科大楼_2818,5
理科大楼_3680,理科大楼_2757,2
理科大楼_3681,理科大楼_739,4
理科大楼_3682,理科大楼_1782,9
理科大楼_3683,理科大楼_1373,8
理科大楼_3684,理科大楼_2897,7
理科大楼_3685,理科大楼_2952,2
理科大楼_3686,理科大楼_3007,3
理科大楼_3687,理科大楼_1935,10
理科大楼_3688,理科大楼_2918,1
理科大楼_3689,理科大楼_1998,2
理科大楼_3690,理科大楼_2437,5
理科大楼_3691,理科大楼_1601,6
理科大楼_3692,理科大楼_906,7
理科大楼_3693,理科大楼_1355,9
理科大楼_3694,理科大楼_1955,5
理科大楼_3695,理科大楼_2435,4
理科大楼_3696,理科大楼_3132,4
理科大楼_3697,理科大楼_376,4
理科大楼_3698,理科大楼_1334,3
理科大楼_3699,理科大楼_734,8
理科大楼_3700,理科大楼_1128,5
理科大楼_3701,理科大楼_3566,1
理科大楼_3702,理科大楼_1452,7
理科大楼_3703,理科大楼_3296,8
理科大楼_3704,理科大楼_1592,6
理科大楼_3705,理科大楼_3026,5
理科大楼_3706,理科大楼_670,5
理科大楼_3707,理科大楼_1326,2
理科大楼_3708,理科大楼_1034,7
理科大楼_3709,理科大楼_1384,4
理科大楼_3710,理科大楼_1989,10
理科大楼_3711,理科大楼_989,10
理科大楼_3712,河东浴室,3
理科大楼_3713,理科大楼_2984,3
理科大楼_3714,理科大楼_3046,7
理科大楼_3715,理科大楼_2767,8
理科大楼_3716,理科大楼_1404,2
理科大楼_3717,理科大楼_1196,8
理科大楼_3718,理科大楼_3173,9
理科大楼_3719,理科大楼_3209,7
理科大楼_3720,理科大楼_2467,7
理科大楼_3721,理科大楼_1126,5
理科大楼_3722,理科大楼_1464,1
理科大楼_3723,实验B楼,3
理科大楼_3724,理科大楼_664,3
理科大楼_3725,理科大楼_60,4
理科大楼_3726,理科大楼_2322,6
理科大楼_3727,理科大楼_283,2
理科大楼_3728,理科大楼_1171,3
理科大楼_3729,理科大楼_593,9
理科大楼_3730,理科大楼_907,10
理科大楼_3731,理科大楼_1765,4
理科大楼_3732,理科大楼_3492,7
理科大楼_3733,理科大楼_1553,7
理科大楼_3734,理科大楼_220,7
理科大楼_3735,理科大楼_3035,5
理科大楼_3736,理科大楼_3038,3
理科大楼_3737,理科大楼_2462,5
理科大楼_3738,理科大楼_2192,2
理科大楼_3739,理科大楼_214,8
理科大楼_3740,理科大楼_311,7
理科大楼_3741,理科大楼_563,1
理科大楼_3742,理科大楼_633,2
理科大楼_3743,理科大楼_692,7
理科大楼_3744,理科大楼_271,2
理科大楼_3745,理科大楼_3199,5
理科大楼_3746,理科大楼_1406,2
理科大楼_3747,理科大楼_808,4
理科大楼_3748,理科大楼_2114,4
理科大楼_3749,理科大楼_3624,2
理科大楼_3750,理科大楼_1200,8
理科大楼_3751,理科大楼_737,2
理科大楼_3752,理科大楼_1350,9
理科大楼_3753,理科大楼_1795,9
理科大楼_3754,理科大楼_2619,8
理科大楼_3755,理科大楼_3085,5
理科大楼_3756,理科大楼_2020,2
理科大楼_3757,理科大楼_2478,1
理科大楼_3758,理科大楼_2085,5
理科大楼_3759,理科大楼_1511,10
理科大楼_3760,理科大楼_739,10
理科大楼_3761,理科大楼_1397,8
理科大楼_3762,理科大楼_3204,8
理科大楼_3763,理科大楼_3118,10
理科大楼_3764,理科大楼_2757,1
理科大楼_3765,理科大楼_2104,1
理科大楼_3766,理科大楼_2435,3
理科大楼_3767,理科大楼_1541,2
理科大楼_3768,理科大楼_3718,2
理科大楼_3769,理科大楼_2123,2
理科大楼_3770,理科大楼_1833,7
理科大楼_3771,理科大楼_344,3
理科大楼_3772,理科大楼_3010,2
理科大楼_3773,理科大楼_3612,10
理科大楼_3774,理科大楼_899,4
理科大楼_3775,理科大楼_772,10
理科大楼_3776,理科大楼_2708,7
理科大楼_3777,理科大楼_2194,9
理科大楼_3778,理科大楼_2849,5
理科大楼_3779,理科大楼_2626,8
理科大楼_3780,理科大楼_1083,5
理科大楼_3781,理科大楼_3062,5
理科大楼_3782,理科大楼_801,7
理科大楼_3783,理科大楼_3750,3
理科大楼_3784,理科大楼_1004,2
理科大楼_3785,理科大楼_3483,10
理科大楼_3786,理科大楼_2693,10
理科大楼_3787,理科大楼_1685,3
理科大楼_3788,理科大楼_3726,8
理科大楼_3789,理科大楼_2404,5
理科大楼_3790,理科大楼_3081,3
理科大楼_3791,理科大楼_2937,4
理科大楼_3792,理科大楼_2256,10
理科大楼_3793,理科大楼_2957,4
理科大楼_3794,理科大楼_3382,8
理科大楼_3795,理科大楼_870,10
理科大楼_3796,理科大楼_808,4
理科大楼_3797,理科大楼_370,10
理科大楼_3798,理科大楼_3674,10
理科大楼_3799,理科大楼_2209,7
理科大楼_3800,理科大楼_2828,9
理科大楼_3801,理科大楼_405,2
理科大楼_3802,理科大楼_2482,3
理科大楼_3803,理科大楼_1645,7
理科大楼_3804,理科大楼_2477,1
理科大楼_3805,理科大楼_3549,1
理科大楼_3806,理科大楼_3428,8
理科大楼_3807,理科大楼_1990,7
理科大楼_3808,理科大楼_2547,4
理科大楼_3809,理科大楼_3000,7
理科大楼_3810,理科大楼_964,10
理科大楼_3811,理科大楼_2814,9
理科大楼_3812,理科大楼_927,6
理科大楼_3813,理科大楼_446,10
理科大楼_3814,理科大楼_3497,3
理科大楼_3815,理科大楼_1319,10
理科大楼_3816,理科大楼_3499,4
理科大楼_3817,理科大楼_1430,5
理科大楼_3818,理科大楼_2861,10
理科大楼_3819,理科大楼_1127,1
理科大楼_3820,理科大楼_2521,5
理科大楼_3821,理科大楼_1874,7
理科大楼_3822,理科大楼_2079,5
理科大楼_3823,理科大楼_689,2
理科大楼_3824,理科大楼_2081,6
理科大楼_3825,理科大楼_2216,4
理科大楼_3826,理科大楼_1796,10
理科大楼_3827,理科大楼_273,9
理科大楼_3828,理科大楼_2977,3
理科大楼_3829,理科大楼_3423,3
理科大楼_3830,理科大楼_2221,6
理科大楼_3831,理科大楼_3161,3
理科大楼_3832,理科大楼_3773,10
理科大楼_3833,理科大楼_195,7
理科大楼_3834,理科大楼_3210,7
理科大楼_3835,理科大楼_1671,1
理科大楼_3836,理科大楼_94,5
理科大楼_3837,理科大楼_820,4
理科大楼_3838,科技处,2
理科大楼_3839,理科大楼_3208,1
理科大楼_3840,理科大楼_1530,7
理科大楼_3841,理科大楼_2842,8
理科大楼_3842,理科大楼_1439,6
理科大楼_3843,理科大楼_1835,4
理科大楼_3844,理科大楼_2359,4
理科大楼_3845,理科大楼_3584,3
理科大楼_3846,理科大楼_147,9
理科大楼_3847,理科大楼_3611,8
理科大楼_3848,理科大楼_316,7
理科大楼_3849,理科大楼_2682,1
理科大楼_3850,理科大楼_1285,9
理科大楼_3851,理科大楼_193,8
理科大楼_3852,理科大楼_3797,1
理科大楼_3853,理科大楼_2021,7
理科大楼_3854,理科大楼_3695,3
理科大楼_3855,理科大楼_2233,9
理科大楼_3856,理科大楼_1246,9
理科大楼_3857,理科大楼_3720,9
理科大楼_3858,理科大楼_3222,10
理科大楼_3859,理科大楼_1767,2
理科大楼_3860,理科大楼_824,9
理科大楼_3861,理科大楼_783,7
理科大楼_3862,理科大楼_3174,5
理科大楼_3863,理科大楼_878,4
理科大楼_3864,理科大楼_3121,5
理科大楼_3865,理科大楼_2112,5
理科大楼_3866,理科大楼_2713,2
理科大楼_3867,河东食堂,4
理科大楼_3868,理科大楼_3830,4
理科大楼_3869,理科大楼_2224,5
理科大楼_3870,理科大楼_3418,4
理科大楼_3871,理科大楼_3287,3
理科大楼_3872,理科大楼_1636,4
理科大楼_3873,理科大楼_1196,9
理科大楼_3874,理科大楼_3274,9
理科大楼_3875,理科大楼_2482,5
理科大楼_3876,理科大楼_2733,7
理科大楼_3877,理科大楼_400,1
理科大楼_3878,理科大楼_1479,8
理科大楼_3879,理科大楼_3412,10
理科大楼_3880,理科大楼_609,3
理科大楼_3881,理科大楼_2192,7
理科大楼_3882,理科大楼_538,4
理科大楼_3883,理科大楼_3118,2
理科大楼_3884,理科大楼_2051,1
理科大楼_3885,理科大楼_1196,8
理科大楼_3886,思群堂,10
理科大楼_3887,理科大楼_931,4
理科大楼_3888,理科大楼_1700,3
理科大楼_3889,理科大楼_678,1
理科大楼_3890,理科大楼_3360,4
理科大楼_3891,理科大楼_3885,4
理科大楼_3892,理科大楼_1071,3
理科大楼_3893,理科大楼_1048,4
理科大楼_3894,理科大楼_789,5
理科大楼_3895,理科大楼_2145,7
理科大楼_3896,理科大楼_1886,7
理科大楼_3897,理科大楼_3179,2
理科大楼_3898,理科大楼_3386,1
理科大楼_3899,理科大楼_2267,10
理科大楼_3900,理科大楼_1910,10
理科大楼_3901,理科大楼_3188,7
理科大楼_3902,理科大楼_618,5
理科大楼_3903,理科大楼_1572,4
理科大楼_3904,理科大楼_2168,9
理科大楼_3905,理科大楼_3022,5
理科大楼_3906,理科大楼_769,3
理科大楼_3907,理科大楼_2441,1
理科大楼_3908,理科大楼_2203,1
理科大楼_3909,理科大楼_700,7
理科大楼_3910,理科大楼_2122,7
理科大楼_3911,理科大楼_230,1
理科大楼_3912,理科大楼_505,9
理科大楼_3913,理科大楼_3880,3
理科大楼_3914,理科大楼_2989,5
理科大楼_3915,理科大楼_3730,9
理科大楼_3916,理科大楼_3161,7
理科大楼_3917,理科大楼_3843,5
理科大楼_3918,理科大楼_1381,2
理科大楼_3919,理科大楼_3232,3
理科大楼_3920,理科大楼_2370,3
理科大楼_3921,理科大楼_3673,6
理科大楼_3922,理科大楼_2379,4
理科大楼_3923,理科大楼_3041,9
理科大楼_3924,理科大楼_207,4
理科大楼_3925,理科大楼_3453,5
理科大楼_3926,理科大楼_1601,8
理科大楼_3927,理科大楼_1154,6
理科大楼_3928,理科大楼_2038,10
理科大楼_3929,理科大楼_1706,8
理科大楼_3930,理科大楼_3231,8
理科大楼_3931,理科大楼_1341,3
理科大楼_3932,理科大楼_3247,7
理科大楼_3933,理科大楼_1559,5
理科大楼_3934,理科大楼_690,8
理科大楼_3935,理科大楼_1959,5
理科大楼_3936,理科大楼_1645,7
理科大楼_3937,理科大楼_3166,3
理科大楼_3938,理科大楼_1738,2
理科大楼_3939,理科大楼_3379,8
理科大楼_3940,理科大楼_852,2
理科大楼_3941,理科大楼_609,2
理科大楼_3942,理科大楼_1688,1
理科大楼_3943,理科大楼_2922,6
理科大楼_3944,理科大楼_3263,5
理科大楼_3945,理科大楼_1483,1
理科大楼_3946,理科大楼_2606,2
理科大楼_3947,理科大楼_3298,7
理科大楼_3948,理科大楼_2004,8
理科大楼_3949,理科大楼_2916,7
理科大楼_3950,理科大楼_1448,1
理科大楼_3951,理科大楼_62,2
理科大楼_3952,闵行校区大门,7
理科大楼_3953,理科大楼_2141,8
理科大楼_3954,理科大楼_3289,8
理科大楼_3955,理科大楼_1274,6
理科大楼_3956,理科大楼_2341,7
理科大楼_3957,理科大楼_1046,10
理科大楼_3958,理科大楼_3581,3
理科大楼_3959,理科大楼_2590,7
理科大楼_3960,理科大楼_2512,1
理科大楼_3961,理科大楼_3271,4
理科大楼_3962,理科大楼_2193,7
理科大楼_3963,理科大楼_1102,10
理科大楼_3964,理科大楼_558,3
理科大楼_3965,理科大楼_825,2
理科大楼_3966,理科大楼_3137,5
理科大楼_3967,理科大楼_2005,9
理科大楼_3968,理科大楼_322,3
理科大楼_3969,理科大楼_2284,9
理科大楼_3970,理科大楼_3968,10
理科大楼_3971,理科大楼_2995,2
理科大楼_3972,理科大楼_3015,5
理科大楼_3973,理科大楼_53,6
理科大楼_3974,理科大楼_1495,3
理科大楼_3975,理科大楼_1783,7
理科大楼_3976,理科大楼_2948,6
理科大楼_3977,理科大楼_2450,7
理科大楼_3978,理科大楼_84,4
理科大楼_3979,理科大楼_1594,7
理科大楼_3980,理科大楼_1340,8
理科大楼_3981,理科大楼_1254,10
理科大楼_3982,理科大楼_2489,2
理科大楼_3983,理科大楼_147,1
理科大楼_3984,理科大楼_1145,1
理科大楼_3985,理科大楼_101,2
理科大楼_3986,理科大楼_3243,1
理科大楼_3987,理科大楼_3823,8
理科大楼_3988,理科大楼_2904,2
理科大楼_3989,理科大楼_1146,2
理科大楼_3990,理科大楼_2033,1
理科大楼_3991,理科大楼_1274,5
理科大楼_3992,理科大楼_3437,3
理科大楼_3993,理科大楼_2972,6
理科大楼_3994,理科大楼_1311,8
理科大楼_3995,理科大楼_3894,5
理科大楼_3996,理科大楼_3910,7
理科大楼_3997,理科大楼_2681,7
理科大楼_3998,理科大楼_3001,4
理科大楼_3999,理科大楼_3909,4
理科大楼_4000,理科大楼_3325,6
理科大楼_4001,理科大楼_1513,2
理科大楼_4002,理科大楼_3798,4
理科大楼_4003,理科大楼_3187,3
理科大楼_4004,理科大楼_1734,9
理科大楼_4005,理科大楼_887,10
理科大楼_4006,理科大楼_3086,1
理科大楼_4007,理科大楼_2928,3
理科大楼_4008,理科大楼_2675,2
理科大楼_4009,理科大楼_759,1
理科大楼_4010,理科大楼_1377,9
理科大楼_4011,理科大楼_2817,7
理科大楼_4012,理科大楼_2323,7
理科大楼_4013,理科大楼_2433,7
理科大楼_4014,理科大楼_245,4
理科大楼_4015,理科大楼_3757,10
理科大楼_4016,理科大楼_797,1
理科大楼_4017,理科大楼_1910,2
理科大楼_4018,理科大楼_1259,2
理科大楼_4019,理科大楼_3492,7
理科大楼_4020,理科大楼_853,10
理科大楼_4021,理科大楼_2130,5
理科大楼_4022,理科大楼_527,3
理科大楼_4023,理科大楼_1314,3
理科大楼_4024,理科大楼_987,1
理科大楼_4025,理科大楼_1365,7
理科大楼_4026,理科大楼_3348,5
理科大楼_4027,理科大楼_1378,1
理科大楼_4028,理科大楼_7,8
理科大楼_4029,理科大楼_651,7
理科大楼_4030,理科大楼_2117,9
理科大楼_4031,理科大楼_3059,3
理科大楼_4032,理科大楼_4006,6
理科大楼_4033,理科大楼_2726,10
理科大楼_4034,理科大楼_1080,4
理科大楼_4035,理科大楼_2939,4
理科大楼_4036,理科大楼_1681,3
理科大楼_4037,理科大楼_3076,2
理科大楼_4038,理科大楼_5,1
理科大楼_4039,理科大楼_3457,4
理科大楼_4040,理科大楼_2832,3
理科大楼_4041,理科大楼_112,2
理科大楼_4042,理科大楼_1705,7
理科大楼_4043,理科大楼_952,7
理科大楼_4044,理科大楼_2517,1
理科大楼_4045,理科大楼_2702,4
理科大楼_4046,理科大楼_2107,10
理科大楼_4047,理科大楼_2087,1
理科大楼_4048,理科大楼_3974,10
理科大楼_4049,理科大楼_2995,7
理科大楼_4050,理科大楼_544,1
理科大楼_4051,理科大楼_3893,10
理科大楼_4052,理科大楼_1739,3
理科大楼_4053,理科大楼_1211,3
理科大楼_4054,理科大楼_3567,1
理科大楼_4055,理科大楼_2676,4
理科大楼_4056,理科大楼_31,10
理科大楼_4057,理科大楼_875,10
理科大楼_4058,理科大楼_1731,10
理科大楼_4059,理科大楼_1949,8
理科大楼_4060,理科大楼_1184,10
理科大楼_4061,理科大楼_2447,6
理科大楼_4062,理科大楼_1979,1
理科大楼_4063,理科大楼_635,8
理科大楼_4064,理科大楼_4053,5
理科大楼_4065,理科大楼_3717,4
理科大楼_4066,理科大楼_2518,8
理科大楼_4067,理科大楼_2516,3
理科大楼_4068,理科大楼_1672,10
理科大楼_4069,理科大楼_3019,1
理科大楼_4070,理科大楼_2298,5
理科大楼_4071,理科大楼_2844,7
理科大楼_4072,理科大楼_1695,2
理科大楼_4073,理科大楼_2374,1
理科大楼_4074,理科大楼_3037,6
理科大楼_4075,理科大楼_1269,3
理科大楼_4076,理科大楼_485,7
理科大楼_4077,理科大楼_2843,9
理科大楼_4078,理科大楼_1754,3
理科大楼_4079,理科大楼_3686,7
理科大楼_4080,理科大楼_785,2
理科大楼_4081,理科大楼_1454,2
理科大楼_4082,理科大楼_2926,4
理科大楼_4083,理科大楼_1334,8
理科大楼_4084,理科大楼_993,1
理科大楼_4085,理科大楼_2084,7
理科大楼_4086,理科大楼_861,2
理科大楼_4087,理科大楼_1626,5
理科大楼_4088,理科大楼_826,7
理科大楼_4089,理科大楼_3637,4
理科大楼_4090,理科大楼_1609,9
理科大楼_4091,理科大楼_2619,1
理科大楼_4092,理科大楼_74,5
理科大楼_4093,理科大楼_1339,9
理科大楼_4094,理科大楼_1020,3
理科大楼_4095,理科大楼_44,6
理科大楼_4096,理科大楼_1107,7
理科大楼_4097,理科大楼_1342,7
理科大楼_4098,理科大楼_2581,5
理科大楼_4099,理科大楼_1553,10
理科大楼_4100,理科大楼_816,9
理科大楼_4101,理科大楼_1053,7
理科大楼_4102,理科大楼_1808,6
理科大楼_4103,理科大楼_412,3
理科大楼_4104,理科大楼_1776,3
理科大楼_4105,理科大楼_2855,4
理科大楼_4106,理科大楼_599,10
理科大楼_4107,理科大楼_905,5
理科大楼_4108,理科大楼_3424,8
理科大楼_4109,理科大楼_1540,4
理科大楼_4110,理科大楼_1791,10
理科大楼_4111,理科大楼_1380,3
理科大楼_4112,理科大楼_1545,10
理科大楼_4113,理科大楼_2604,3
理科大楼_4114,理科大楼_2512,5
理科大楼_4115,理科大楼_367,3
理科大楼_4116,心理健康教育与咨询中心,4
理科大楼_4117,理科大楼_3579,6
理科大楼_4118,理科大楼_2802,3
理科大楼_4119,理科大楼_1191,10
理科大楼_4120,理科大楼_1424,4
理科大楼_4121,理科大楼_3189,3
理科大楼_4122,理科大楼_248,4
理科大楼_4123,理科大楼_2915,6
理科大楼_4124,理科大楼_3131,9
理科大楼_4125,理科大楼_917,6
理科大楼_4126,理科大楼_3574,8
理科大楼_4127,理科大楼_1286,7
理科大楼_4128,理科大楼_4111,5
理科大楼_4129,理科大楼_2632,5
理科大楼_4130,理科大楼_575,9
理科大楼_4131,理科大楼_1966,4
理科大楼_4132,理科大楼_1444,4
理科大楼_4133,理科大楼_3899,3
理科大楼_4134,理科大楼_1448,3
理科大楼_4135,理科大楼_2427,10
理科大楼_4136,理科大楼_2760,10
理科大楼_4137,理科大楼_121,7
理科大楼_4138,理科大楼_2902,8
理科大楼_4139,理科大楼_3039,3
理科大楼_4140,理科大楼_2693,2
理科大楼_4141,理科大楼_1834,2
理科大楼_4142,理科大楼_3484,5
理科大楼_4143,理科大楼_3189,1
理科大楼_4144,理科大楼_3780,5
理科大楼_4145,理科大楼_1747,9
理科大楼_4146,理科大楼_3500,9
理科大楼_4147,理科大楼_3012,8
理科大楼_4148,理科大楼_2742,6
理科大楼_4149,理科大楼_3199,9
理科大楼_4150,理科大楼_178,2
理科大楼_4151,理科大楼_2883,8
理科大楼_4152,理科大楼_867,6
理科大楼_4153,理科大楼_1894,3
理科大楼_4154,理科大楼_1705,2
理科大楼_4155,理科大楼_4097,10
理科大楼_4156,足球场,4
理科大楼_4157,理科大楼_1040,8
理科大楼_4158,理科大楼_356,5
理科大楼_4159,理科大楼_3861,6
理科大楼_4160,理科大楼_2546,1
理科大楼_4161,理科大楼_2364,3
理科大楼_4162,理科大楼_2715,3
理科大楼_4163,理科大楼_1431,3
理科大楼_4164,理科大楼_1101,2
理科大楼_4165,理科大楼_1628,5
理科大楼_4166,理科大楼_2157,8
理科大楼_4167,理科大楼_1472,3
理科大楼_4168,理科大楼_2697,1
理科大楼_4169,理科大楼_1344,10
理科大楼_4170,理科大楼_3727,2
理科大楼_4171,理科大楼_457,7
理科大楼_4172,理科大楼_1359,9
理科大楼_4173,理科大楼_1837,6
理科大楼_4174,理科大楼_2655,1
理科大楼_4175,理科大楼_180,5
理科大楼_4176,理科大楼_1015,1
理科大楼_4177,理科大楼_3854,8
理科大楼_4178,理科大楼_1696,7
理科大楼_4179,理科大楼_2380,3
理科大楼_4180,理科大楼_1737,1
理科大楼_4181,理科大楼_3592,4
理科大楼_4182,理科大楼_3286,8
理科大楼_4183,理科大楼_109,8
理科大楼_4184,理科大楼_3667,1
理科大楼_4185,理科大楼_3200,6
理科大楼_4186,理科大楼_414,10
理科大楼_4187,理科大楼_116,7
理科大楼_4188,理科大楼_3463,8
理科大楼_4189,理科大楼_3764,9
理科大楼_4190,理科大楼_3658,4
理科大楼_4191,理科大楼_262,8
理科大楼_4192,理科大楼_2286,6
理科大楼_4193,理科大楼_2817,6
理科大楼_4194,理科大楼_2294,4
理科大楼_4195,理科大楼_4169,5
理科大楼_4196,理科大楼_3210,5
理科大楼_4197,理科大楼_2316,8
理科大楼_4198,理科大楼_3974,7
理科大楼_4199,理科大楼_2588,2
理科大楼_4200,理科大楼_1556,6
理科大楼_4201,理科大楼_305,6
理科大楼_4202,理科大楼_1446,6
理科大楼_4203,研究生公寓3号楼,8
理科大楼_4204,理科大楼_1337,6
理科大楼_4205,理科大楼_4146,8
理科大楼_4206,理科大楼_1772,3
理科大楼_4207,理科大楼_4002,1
理科大楼_4208,理科大楼_246,7
理科大楼_4209,理科大楼_473,5
理科大楼_4210,理科大楼_3343,8
理科大楼_4211,理科大楼_673,6
理科大楼_4212,理科大楼_1462,7
理科大楼_4213,理科大楼_633,6
理科大楼_4214,理科大楼_39,7
理科大楼_4215,理科大楼_3767,3
理科大楼_4216,理科大楼_367,10
理科大楼_4217,理科大楼_3778,3
理科大楼_4218,理科大楼_3209,10
理科大楼_4219,理科大楼_501,1
理科大楼_4220,理科大楼_1726,5
理科大楼_4221,理科大楼_2275,9
理科大楼_4222,理科大楼_1178,2
理科大楼_4223,理科大楼_1056,7
理科大楼_4224,理科大楼_3588,1
理科大楼_4225,理科大楼_191,8
理科大楼_4226,理科大楼_835,10
理科大楼_4227,理科大楼_2750,3
理科大楼_4228,理科大楼_2280,10
理科大楼_4229,理科大楼_543,4
理科大楼_4230,理科大楼_1090,2
理科大楼_4231,理科大楼_4228,5
理科大楼_4232,理科大楼_453,9
理科大楼_4233,理科大楼_2712,5
理科大楼_4234,理科大楼_365,4
理科大楼_4235,理科大楼_950,9
理科大楼_4236,理科大楼_1651,5
理科大楼_4237,理科大楼_1634,8
理科大楼_4238,理科大楼_3979,2
理科大楼_4239,理科大楼_1532,5
理科大楼_4240,理科大楼_3185,3
理科大楼_4241,理科大楼_256,7
理科大楼_4242,理科大楼_1829,7
理科大楼_4243,东操场,7
理科大楼_4244,理科大楼_3118,4
理科大楼_4245,理科大楼_1851,9
理科大楼_4246,理科大楼_2227,10
理科大楼_4247,理科大楼_3656,2
理科大楼_4248,理科大楼_2178,9
理科大楼_4249,理科大楼_3012,3
理科大楼_4250,理科大楼_2671,5
理科大楼_4251,理科大楼_2467,5
理科大楼_4252,理科大楼_2006,10
理科大楼_4253,理科大楼_527,10
理科大楼_4254,理科大楼_3843,2
理科大楼_4255,立体停车库,6
理科大楼_4256,理科大楼_4223,6
理科大楼_4257,理科大楼_2980,5
理科大楼_4258,理科大楼_2217,7
理科大楼_4259,理科大楼_4159,5
理科大楼_4260,理科大楼_1051,6
理科大楼_4261,理科大楼_1474,9
理科大楼_4262,理科大楼_2758,2
理科大楼_4263,理科大楼_2816,9
理科大楼_4264,理科大楼_3542,6
理科大楼_4265,理科大楼_3589,8
