name,type,weight
理科大楼_2227,1,34
理科大楼_2228,1,17
理科大楼_2229,1,41
理科大楼_2230,1,8
理科大楼_2231,1,34
理科大楼_2232,1,41
理科大楼_2233,1,40
理科大楼_2234,1,48
理科大楼_2235,1,49
理科大楼_2236,1,23
理科大楼_2237,1,23
理科大楼_2238,1,50
理科大楼_2239,1,20
理科大楼_2240,1,25
理科大楼_2241,1,43
理科大楼_2242,1,10
理科大楼_2243,1,10
理科大楼_2244,1,9
理科大楼_2245,1,49
理科大楼_2246,1,25
理科大楼_2247,1,20
理科大楼_2248,1,30
理科大楼_2249,1,33
理科大楼_2250,1,12
理科大楼_2251,1,38
理科大楼_2252,1,34
理科大楼_2253,1,9
理科大楼_2254,1,45
理科大楼_2255,1,50
理科大楼_2256,1,23
理科大楼_2257,1,45
理科大楼_2258,1,29
理科大楼_2259,1,6
理科大楼_2260,1,6
理科大楼_2261,1,10
理科大楼_2262,1,31
理科大楼_2263,1,8
理科大楼_2264,1,27
理科大楼_2265,1,39
理科大楼_2266,1,36
理科大楼_2267,1,16
理科大楼_2268,1,27
理科大楼_2269,1,30
理科大楼_2270,1,34
理科大楼_2271,1,26
理科大楼_2272,1,24
理科大楼_2273,1,41
理科大楼_2274,1,40
理科大楼_2275,1,35
理科大楼_2276,1,40
理科大楼_2277,1,31
理科大楼_2278,1,26
理科大楼_2279,1,5
理科大楼_2280,1,8
理科大楼_2281,1,27
理科大楼_2282,1,29
理科大楼_2283,1,33
理科大楼_2284,1,50
理科大楼_2285,1,31
理科大楼_2286,1,26
理科大楼_2287,1,25
理科大楼_2288,1,11
理科大楼_2289,1,24
理科大楼_2290,1,49
理科大楼_2291,1,5
理科大楼_2292,1,46
理科大楼_2293,1,42
理科大楼_2294,1,19
理科大楼_2295,1,36
理科大楼_2296,1,20
理科大楼_2297,1,38
理科大楼_2298,1,45
理科大楼_2299,1,42
理科大楼_2300,1,14
理科大楼_2301,1,24
理科大楼_2302,1,39
理科大楼_2303,1,14
理科大楼_2304,1,28
理科大楼_2305,1,12
理科大楼_2306,1,26
理科大楼_2307,1,32
理科大楼_2308,1,10
理科大楼_2309,1,6
理科大楼_2310,1,42
理科大楼_2311,1,50
理科大楼_2312,1,49
理科大楼_2313,1,8
理科大楼_2314,1,46
理科大楼_2315,1,35
理科大楼_2316,1,46
理科大楼_2317,1,22
理科大楼_2318,1,36
理科大楼_2319,1,29
理科大楼_2320,1,14
理科大楼_2321,1,41
理科大楼_2322,1,46
理科大楼_2323,1,20
理科大楼_2324,1,23
理科大楼_2325,1,35
理科大楼_2326,1,44
理科大楼_2327,1,42
理科大楼_2328,1,22
理科大楼_2329,1,6
理科大楼_2330,1,32
理科大楼_2331,1,9
理科大楼_2332,1,38
理科大楼_2333,1,38
理科大楼_2334,1,31
理科大楼_2335,1,26
理科大楼_2336,1,26
理科大楼_2337,1,40
理科大楼_2338,1,12
理科大楼_2339,1,36
理科大楼_2340,1,36
理科大楼_2341,1,37
理科大楼_2342,1,46
理科大楼_2343,1,24
理科大楼_2344,1,36
理科大楼_2345,1,31
理科大楼_2346,1,46
理科大楼_2347,1,46
理科大楼_2348,1,7
理科大楼_2349,1,16
理科大楼_2350,1,48
理科大楼_2351,1,10
理科大楼_2352,1,40
理科大楼_2353,1,45
理科大楼_2354,1,49
理科大楼_2355,1,20
理科大楼_2356,1,36
理科大楼_2357,1,27
理科大楼_2358,1,40
理科大楼_2359,1,22
理科大楼_2360,1,28
理科大楼_2361,1,18
理科大楼_2362,1,29
理科大楼_2363,1,26
理科大楼_2364,1,47
理科大楼_2365,1,45
理科大楼_2366,1,42
理科大楼_2367,1,40
理科大楼_2368,1,30
理科大楼_2369,1,31
理科大楼_2370,1,25
理科大楼_2371,1,34
理科大楼_2372,1,21
理科大楼_2373,1,36
理科大楼_2374,1,10
理科大楼_2375,1,41
理科大楼_2376,1,36
理科大楼_2377,1,24
理科大楼_2378,1,20
理科大楼_2379,1,46
理科大楼_2380,1,35
理科大楼_2381,1,28
理科大楼_2382,1,15
理科大楼_2383,1,8
理科大楼_2384,1,14
理科大楼_2385,1,50
理科大楼_2386,1,36
理科大楼_2387,1,11
理科大楼_2388,1,44
理科大楼_2389,1,32
理科大楼_2390,1,19
理科大楼_2391,1,31
理科大楼_2392,1,38
理科大楼_2393,1,50
理科大楼_2394,1,5
理科大楼_2395,1,27
理科大楼_2396,1,50
理科大楼_2397,1,38
理科大楼_2398,1,26
理科大楼_2399,1,16
理科大楼_2400,1,10
理科大楼_2401,1,10
理科大楼_2402,1,19
理科大楼_2403,1,47
理科大楼_2404,1,17
理科大楼_2405,1,47
理科大楼_2406,1,31
理科大楼_2407,1,41
理科大楼_2408,1,33
理科大楼_2409,1,6
理科大楼_2410,1,13
理科大楼_2411,1,19
理科大楼_2412,1,10
理科大楼_2413,1,9
理科大楼_2414,1,50
理科大楼_2415,1,25
理科大楼_2416,1,12
理科大楼_2417,1,45
理科大楼_2418,1,9
理科大楼_2419,1,46
理科大楼_2420,1,32
理科大楼_2421,1,14
理科大楼_2422,1,33
理科大楼_2423,1,26
理科大楼_2424,1,36
理科大楼_2425,1,17
理科大楼_2426,1,22
理科大楼_2427,1,34
理科大楼_2428,1,27
理科大楼_2429,1,26
理科大楼_2430,1,44
理科大楼_2431,1,44
理科大楼_2432,1,34
理科大楼_2433,1,6
理科大楼_2434,1,9
理科大楼_2435,1,8
理科大楼_2436,1,45
理科大楼_2437,1,49
理科大楼_2438,1,45
理科大楼_2439,1,38
理科大楼_2440,1,32
理科大楼_2441,1,39
理科大楼_2442,1,6
理科大楼_2443,1,7
理科大楼_2444,1,26
理科大楼_2445,1,24
理科大楼_2446,1,11
理科大楼_2447,1,26
理科大楼_2448,1,29
理科大楼_2449,1,8
理科大楼_2450,1,47
理科大楼_2451,1,5
理科大楼_2452,1,14
理科大楼_2453,1,22
理科大楼_2454,1,48
理科大楼_2455,1,30
理科大楼_2456,1,47
理科大楼_2457,1,38
理科大楼_2458,1,26
理科大楼_2459,1,30
理科大楼_2460,1,49
理科大楼_2461,1,42
理科大楼_2462,1,31
理科大楼_2463,1,19
理科大楼_2464,1,41
理科大楼_2465,1,49
理科大楼_2466,1,27
理科大楼_2467,1,31
理科大楼_2468,1,24
理科大楼_2469,1,16
理科大楼_2470,1,26
理科大楼_2471,1,27
理科大楼_2472,1,6
理科大楼_2473,1,25
理科大楼_2474,1,45
理科大楼_2475,1,29
理科大楼_2476,1,14
理科大楼_2477,1,22
理科大楼_2478,1,11
理科大楼_2479,1,6
理科大楼_2480,1,19
理科大楼_2481,1,44
理科大楼_2482,1,24
理科大楼_2483,1,9
理科大楼_2484,1,7
理科大楼_2485,1,7
理科大楼_2486,1,34
理科大楼_2487,1,18
理科大楼_2488,1,27
理科大楼_2489,1,5
理科大楼_2490,1,26
理科大楼_2491,1,34
理科大楼_2492,1,6
理科大楼_2493,1,28
理科大楼_2494,1,37
理科大楼_2495,1,22
理科大楼_2496,1,20
理科大楼_2497,1,46
理科大楼_2498,1,35
理科大楼_2499,1,36
理科大楼_2500,1,46
理科大楼_2501,1,26
理科大楼_2502,1,40
理科大楼_2503,1,20
理科大楼_2504,1,7
理科大楼_2505,1,34
理科大楼_2506,1,35
理科大楼_2507,1,15
理科大楼_2508,1,28
理科大楼_2509,1,50
理科大楼_2510,1,15
理科大楼_2511,1,37
理科大楼_2512,1,11
理科大楼_2513,1,10
理科大楼_2514,1,30
理科大楼_2515,1,32
理科大楼_2516,1,27
理科大楼_2517,1,28
理科大楼_2518,1,49
理科大楼_2519,1,16
理科大楼_2520,1,7
理科大楼_2521,1,9
理科大楼_2522,1,49
理科大楼_2523,1,27
理科大楼_2524,1,38
理科大楼_2525,1,26
理科大楼_2526,1,6
理科大楼_2527,1,24
理科大楼_2528,1,7
理科大楼_2529,1,9
理科大楼_2530,1,20
理科大楼_2531,1,9
理科大楼_2532,1,35
理科大楼_2533,1,24
理科大楼_2534,1,42
理科大楼_2535,1,6
理科大楼_2536,1,17
理科大楼_2537,1,49
理科大楼_2538,1,20
理科大楼_2539,1,29
理科大楼_2540,1,34
理科大楼_2541,1,15
理科大楼_2542,1,23
理科大楼_2543,1,11
理科大楼_2544,1,20
理科大楼_2545,1,45
理科大楼_2546,1,12
理科大楼_2547,1,22
理科大楼_2548,1,38
理科大楼_2549,1,15
理科大楼_2550,1,46
理科大楼_2551,1,28
理科大楼_2552,1,47
理科大楼_2553,1,30
理科大楼_2554,1,14
理科大楼_2555,1,10
理科大楼_2556,1,25
理科大楼_2557,1,12
理科大楼_2558,1,29
理科大楼_2559,1,26
理科大楼_2560,1,41
理科大楼_2561,1,8
理科大楼_2562,1,49
理科大楼_2563,1,41
理科大楼_2564,1,7
理科大楼_2565,1,23
理科大楼_2566,1,21
理科大楼_2567,1,21
理科大楼_2568,1,25
理科大楼_2569,1,26
理科大楼_2570,1,50
理科大楼_2571,1,32
理科大楼_2572,1,32
理科大楼_2573,1,50
理科大楼_2574,1,10
理科大楼_2575,1,36
理科大楼_2576,1,29
理科大楼_2577,1,19
理科大楼_2578,1,23
理科大楼_2579,1,8
理科大楼_2580,1,14
理科大楼_2581,1,21
理科大楼_2582,1,6
理科大楼_2583,1,45
理科大楼_2584,1,38
理科大楼_2585,1,31
理科大楼_2586,1,25
理科大楼_2587,1,37
理科大楼_2588,1,26
理科大楼_2589,1,35
理科大楼_2590,1,45
理科大楼_2591,1,22
理科大楼_2592,1,15
理科大楼_2593,1,41
理科大楼_2594,1,26
理科大楼_2595,1,24
理科大楼_2596,1,29
理科大楼_2597,1,19
理科大楼_2598,1,7
理科大楼_2599,1,18
理科大楼_2600,1,34
理科大楼_2601,1,12
理科大楼_2602,1,31
理科大楼_2603,1,18
理科大楼_2604,1,48
理科大楼_2605,1,32
理科大楼_2606,1,34
理科大楼_2607,1,11
理科大楼_2608,1,25
理科大楼_2609,1,25
理科大楼_2610,1,18
理科大楼_2611,1,11
理科大楼_2612,1,32
理科大楼_2613,1,25
理科大楼_2614,1,29
理科大楼_2615,1,40
理科大楼_2616,1,38
理科大楼_2617,1,42
理科大楼_2618,1,33
理科大楼_2619,1,45
理科大楼_2620,1,7
理科大楼_2621,1,42
理科大楼_2622,1,33
理科大楼_2623,1,18
理科大楼_2624,1,35
理科大楼_2625,1,37
理科大楼_2626,1,22
理科大楼_2627,1,49
理科大楼_2628,1,32
理科大楼_2629,1,20
理科大楼_2630,1,35
理科大楼_2631,1,15
理科大楼_2632,1,41
理科大楼_2633,1,44
理科大楼_2634,1,27
理科大楼_2635,1,16
理科大楼_2636,1,30
理科大楼_2637,1,45
理科大楼_2638,1,18
理科大楼_2639,1,22
理科大楼_2640,1,20
理科大楼_2641,1,36
理科大楼_2642,1,14
理科大楼_2643,1,34
理科大楼_2644,1,20
理科大楼_2645,1,10
理科大楼_2646,1,13
理科大楼_2647,1,48
理科大楼_2648,1,21
理科大楼_2649,1,31
理科大楼_2650,1,34
理科大楼_2651,1,40
理科大楼_2652,1,36
理科大楼_2653,1,13
理科大楼_2654,1,10
理科大楼_2655,1,16
理科大楼_2656,1,33
理科大楼_2657,1,45
理科大楼_2658,1,45
理科大楼_2659,1,37
理科大楼_2660,1,31
理科大楼_2661,1,24
理科大楼_2662,1,7
理科大楼_2663,1,43
理科大楼_2664,1,19
理科大楼_2665,1,50
理科大楼_2666,1,20
理科大楼_2667,1,21
理科大楼_2668,1,48
理科大楼_2669,1,11
理科大楼_2670,1,26
理科大楼_2671,1,7
理科大楼_2672,1,26
理科大楼_2673,1,33
理科大楼_2674,1,18
理科大楼_2675,1,46
理科大楼_2676,1,42
理科大楼_2677,1,25
理科大楼_2678,1,7
理科大楼_2679,1,15
理科大楼_2680,1,34
理科大楼_2681,1,18
理科大楼_2682,1,47
理科大楼_2683,1,28
理科大楼_2684,1,40
理科大楼_2685,1,25
理科大楼_2686,1,28
理科大楼_2687,1,8
理科大楼_2688,1,5
理科大楼_2689,1,21
理科大楼_2690,1,10
理科大楼_2691,1,8
理科大楼_2692,1,17
理科大楼_2693,1,18
理科大楼_2694,1,25
理科大楼_2695,1,50
理科大楼_2696,1,36
理科大楼_2697,1,25
理科大楼_2698,1,10
理科大楼_2699,1,29
理科大楼_2700,1,17
理科大楼_2701,1,10
理科大楼_2702,1,46
理科大楼_2703,1,33
理科大楼_2704,1,36
理科大楼_2705,1,47
理科大楼_2706,1,45
理科大楼_2707,1,6
理科大楼_2708,1,37
理科大楼_2709,1,42
理科大楼_2710,1,22
理科大楼_2711,1,10
理科大楼_2712,1,41
理科大楼_2713,1,22
理科大楼_2714,1,38
理科大楼_2715,1,11
理科大楼_2716,1,17
理科大楼_2717,1,12
理科大楼_2718,1,50
理科大楼_2719,1,21
理科大楼_2720,1,11
理科大楼_2721,1,48
理科大楼_2722,1,15
理科大楼_2723,1,22
理科大楼_2724,1,20
理科大楼_2725,1,45
理科大楼_2726,1,7
理科大楼_2727,1,42
理科大楼_2728,1,14
理科大楼_2729,1,17
理科大楼_2730,1,49
理科大楼_2731,1,16
理科大楼_2732,1,45
理科大楼_2733,1,31
理科大楼_2734,1,46
理科大楼_2735,1,23
理科大楼_2736,1,22
理科大楼_2737,1,21
理科大楼_2738,1,45
理科大楼_2739,1,24
理科大楼_2740,1,26
理科大楼_2741,1,43
理科大楼_2742,1,29
理科大楼_2743,1,31
理科大楼_2744,1,21
理科大楼_2745,1,26
理科大楼_2746,1,22
理科大楼_2747,1,37
理科大楼_2748,1,46
理科大楼_2749,1,8
理科大楼_2750,1,24
理科大楼_2751,1,36
理科大楼_2752,1,46
理科大楼_2753,1,20
理科大楼_2754,1,47
理科大楼_2755,1,11
理科大楼_2756,1,13
理科大楼_2757,1,13
理科大楼_2758,1,5
理科大楼_2759,1,22
理科大楼_2760,1,18
理科大楼_2761,1,21
理科大楼_2762,1,46
理科大楼_2763,1,43
理科大楼_2764,1,6
理科大楼_2765,1,43
理科大楼_2766,1,39
理科大楼_2767,1,33
理科大楼_2768,1,37
理科大楼_2769,1,30
理科大楼_2770,1,5
理科大楼_2771,1,49
理科大楼_2772,1,19
理科大楼_2773,1,29
理科大楼_2774,1,33
理科大楼_2775,1,24
理科大楼_2776,1,43
理科大楼_2777,1,17
理科大楼_2778,1,35
理科大楼_2779,1,30
理科大楼_2780,1,13
理科大楼_2781,1,19
理科大楼_2782,1,44
理科大楼_2783,1,16
理科大楼_2784,1,28
理科大楼_2785,1,49
理科大楼_2786,1,19
理科大楼_2787,1,31
理科大楼_2788,1,18
理科大楼_2789,1,25
理科大楼_2790,1,21
理科大楼_2791,1,22
理科大楼_2792,1,16
理科大楼_2793,1,11
理科大楼_2794,1,10
理科大楼_2795,1,14
理科大楼_2796,1,18
理科大楼_2797,1,35
理科大楼_2798,1,38
理科大楼_2799,1,5
理科大楼_2800,1,25
理科大楼_2801,1,50
理科大楼_2802,1,43
理科大楼_2803,1,45
理科大楼_2804,1,42
理科大楼_2805,1,16
理科大楼_2806,1,22
理科大楼_2807,1,30
理科大楼_2808,1,39
理科大楼_2809,1,28
理科大楼_2810,1,24
理科大楼_2811,1,17
理科大楼_2812,1,47
理科大楼_2813,1,30
理科大楼_2814,1,28
理科大楼_2815,1,18
理科大楼_2816,1,31
理科大楼_2817,1,43
理科大楼_2818,1,13
理科大楼_2819,1,11
理科大楼_2820,1,17
理科大楼_2821,1,49
理科大楼_2822,1,50
理科大楼_2823,1,20
理科大楼_2824,1,35
理科大楼_2825,1,27
理科大楼_2826,1,22
理科大楼_2827,1,35
理科大楼_2828,1,19
理科大楼_2829,1,46
理科大楼_2830,1,5
理科大楼_2831,1,17
理科大楼_2832,1,46
理科大楼_2833,1,45
理科大楼_2834,1,11
理科大楼_2835,1,24
理科大楼_2836,1,13
理科大楼_2837,1,36
理科大楼_2838,1,22
理科大楼_2839,1,38
理科大楼_2840,1,18
理科大楼_2841,1,13
理科大楼_2842,1,49
理科大楼_2843,1,9
理科大楼_2844,1,25
理科大楼_2845,1,5
理科大楼_2846,1,35
理科大楼_2847,1,20
理科大楼_2848,1,28
理科大楼_2849,1,34
理科大楼_2850,1,49
理科大楼_2851,1,20
理科大楼_2852,1,45
理科大楼_2853,1,23
理科大楼_2854,1,43
理科大楼_2855,1,28
理科大楼_2856,1,44
理科大楼_2857,1,31
理科大楼_2858,1,45
理科大楼_2859,1,40
理科大楼_2860,1,34
理科大楼_2861,1,42
理科大楼_2862,1,11
理科大楼_2863,1,10
理科大楼_2864,1,27
理科大楼_2865,1,29
理科大楼_2866,1,40
理科大楼_2867,1,38
理科大楼_2868,1,10
理科大楼_2869,1,26
理科大楼_2870,1,30
理科大楼_2871,1,5
理科大楼_2872,1,42
理科大楼_2873,1,19
理科大楼_2874,1,15
理科大楼_2875,1,41
理科大楼_2876,1,26
理科大楼_2877,1,22
理科大楼_2878,1,47
理科大楼_2879,1,24
理科大楼_2880,1,38
理科大楼_2881,1,38
理科大楼_2882,1,45
理科大楼_2883,1,32
理科大楼_2884,1,45
理科大楼_2885,1,24
理科大楼_2886,1,27
理科大楼_2887,1,45
理科大楼_2888,1,15
理科大楼_2889,1,6
理科大楼_2890,1,44
理科大楼_2891,1,14
理科大楼_2892,1,15
理科大楼_2893,1,6
理科大楼_2894,1,38
理科大楼_2895,1,7
理科大楼_2896,1,39
理科大楼_2897,1,31
理科大楼_2898,1,26
理科大楼_2899,1,10
理科大楼_2900,1,38
理科大楼_2901,1,17
理科大楼_2902,1,9
理科大楼_2903,1,38
理科大楼_2904,1,36
理科大楼_2905,1,37
理科大楼_2906,1,47
理科大楼_2907,1,31
理科大楼_2908,1,6
理科大楼_2909,1,18
理科大楼_2910,1,29
理科大楼_2911,1,42
理科大楼_2912,1,9
理科大楼_2913,1,22
理科大楼_2914,1,7
理科大楼_2915,1,21
理科大楼_2916,1,48
理科大楼_2917,1,40
理科大楼_2918,1,44
理科大楼_2919,1,40
理科大楼_2920,1,25
理科大楼_2921,1,42
理科大楼_2922,1,33
理科大楼_2923,1,8
理科大楼_2924,1,47
理科大楼_2925,1,50
理科大楼_2926,1,19
理科大楼_2927,1,12
理科大楼_2928,1,23
理科大楼_2929,1,30
理科大楼_2930,1,21
理科大楼_2931,1,14
理科大楼_2932,1,25
理科大楼_2933,1,7
理科大楼_2934,1,31
理科大楼_2935,1,25
理科大楼_2936,1,25
理科大楼_2937,1,25
理科大楼_2938,1,35
理科大楼_2939,1,39
理科大楼_2940,1,9
理科大楼_2941,1,47
理科大楼_2942,1,48
理科大楼_2943,1,19
理科大楼_2944,1,31
理科大楼_2945,1,15
理科大楼_2946,1,15
理科大楼_2947,1,48
理科大楼_2948,1,22
理科大楼_2949,1,37
理科大楼_2950,1,9
理科大楼_2951,1,6
理科大楼_2952,1,35
理科大楼_2953,1,40
理科大楼_2954,1,8
理科大楼_2955,1,27
理科大楼_2956,1,31
理科大楼_2957,1,25
理科大楼_2958,1,24
理科大楼_2959,1,13
理科大楼_2960,1,8
理科大楼_2961,1,24
理科大楼_2962,1,23
理科大楼_2963,1,39
理科大楼_2964,1,24
理科大楼_2965,1,13
理科大楼_2966,1,38
理科大楼_2967,1,7
理科大楼_2968,1,38
理科大楼_2969,1,25
理科大楼_2970,1,20
理科大楼_2971,1,16
理科大楼_2972,1,48
理科大楼_2973,1,34
理科大楼_2974,1,33
理科大楼_2975,1,40
理科大楼_2976,1,32
理科大楼_2977,1,38
理科大楼_2978,1,44
理科大楼_2979,1,45
理科大楼_2980,1,40
理科大楼_2981,1,17
理科大楼_2982,1,26
理科大楼_2983,1,47
理科大楼_2984,1,13
理科大楼_2985,1,39
理科大楼_2986,1,24
理科大楼_2987,1,25
理科大楼_2988,1,14
理科大楼_2989,1,48
理科大楼_2990,1,30
理科大楼_2991,1,40
理科大楼_2992,1,7
理科大楼_2993,1,35
理科大楼_2994,1,49
理科大楼_2995,1,28
理科大楼_2996,1,44
理科大楼_2997,1,44
理科大楼_2998,1,34
理科大楼_2999,1,31
理科大楼_3000,1,26
理科大楼_3001,1,36
理科大楼_3002,1,47
理科大楼_3003,1,44
理科大楼_3004,1,8
理科大楼_3005,1,13
理科大楼_3006,1,31
理科大楼_3007,1,19
理科大楼_3008,1,28
理科大楼_3009,1,24
理科大楼_3010,1,35
理科大楼_3011,1,19
理科大楼_3012,1,25
理科大楼_3013,1,11
理科大楼_3014,1,10
理科大楼_3015,1,13
理科大楼_3016,1,47
理科大楼_3017,1,31
理科大楼_3018,1,50
理科大楼_3019,1,40
理科大楼_3020,1,7
理科大楼_3021,1,29
理科大楼_3022,1,35
理科大楼_3023,1,6
理科大楼_3024,1,10
理科大楼_3025,1,14
理科大楼_3026,1,48
理科大楼_3027,1,30
理科大楼_3028,1,37
理科大楼_3029,1,26
理科大楼_3030,1,27
理科大楼_3031,1,43
理科大楼_3032,1,38
理科大楼_3033,1,50
理科大楼_3034,1,39
理科大楼_3035,1,24
理科大楼_3036,1,38
理科大楼_3037,1,30
理科大楼_3038,1,25
理科大楼_3039,1,38
理科大楼_3040,1,15
理科大楼_3041,1,26
理科大楼_3042,1,43
理科大楼_3043,1,43
理科大楼_3044,1,19
理科大楼_3045,1,34
理科大楼_3046,1,30
理科大楼_3047,1,29
理科大楼_3048,1,41
理科大楼_3049,1,21
理科大楼_3050,1,36
理科大楼_3051,1,46
理科大楼_3052,1,28
理科大楼_3053,1,33
理科大楼_3054,1,46
理科大楼_3055,1,33
理科大楼_3056,1,14
理科大楼_3057,1,31
理科大楼_3058,1,20
理科大楼_3059,1,25
理科大楼_3060,1,11
理科大楼_3061,1,45
理科大楼_3062,1,8
理科大楼_3063,1,5
理科大楼_3064,1,32
理科大楼_3065,1,7
理科大楼_3066,1,31
理科大楼_3067,1,48
理科大楼_3068,1,49
理科大楼_3069,1,39
理科大楼_3070,1,11
理科大楼_3071,1,23
理科大楼_3072,1,32
理科大楼_3073,1,14
理科大楼_3074,1,19
理科大楼_3075,1,7
理科大楼_3076,1,17
理科大楼_3077,1,14
理科大楼_3078,1,22
理科大楼_3079,1,20
理科大楼_3080,1,19
理科大楼_3081,1,30
理科大楼_3082,1,17
理科大楼_3083,1,19
理科大楼_3084,1,38
理科大楼_3085,1,15
理科大楼_3086,1,39
理科大楼_3087,1,33
理科大楼_3088,1,10
理科大楼_3089,1,41
理科大楼_3090,1,38
理科大楼_3091,1,17
理科大楼_3092,1,41
理科大楼_3093,1,21
理科大楼_3094,1,32
理科大楼_3095,1,18
理科大楼_3096,1,45
理科大楼_3097,1,21
理科大楼_3098,1,27
理科大楼_3099,1,41
理科大楼_3100,1,43
理科大楼_3101,1,25
理科大楼_3102,1,32
理科大楼_3103,1,28
理科大楼_3104,1,43
理科大楼_3105,1,6
理科大楼_3106,1,42
理科大楼_3107,1,30
理科大楼_3108,1,32
理科大楼_3109,1,10
理科大楼_3110,1,8
理科大楼_3111,1,14
理科大楼_3112,1,11
理科大楼_3113,1,5
理科大楼_3114,1,35
理科大楼_3115,1,5
理科大楼_3116,1,24
理科大楼_3117,1,37
理科大楼_3118,1,33
理科大楼_3119,1,34
理科大楼_3120,1,49
理科大楼_3121,1,17
理科大楼_3122,1,12
理科大楼_3123,1,7
理科大楼_3124,1,47
理科大楼_3125,1,13
理科大楼_3126,1,41
理科大楼_3127,1,47
理科大楼_3128,1,34
理科大楼_3129,1,24
理科大楼_3130,1,36
理科大楼_3131,1,49
理科大楼_3132,1,7
理科大楼_3133,1,26
理科大楼_3134,1,29
理科大楼_3135,1,9
理科大楼_3136,1,6
理科大楼_3137,1,10
理科大楼_3138,1,50
理科大楼_3139,1,43
理科大楼_3140,1,40
理科大楼_3141,1,22
理科大楼_3142,1,23
理科大楼_3143,1,30
理科大楼_3144,1,35
理科大楼_3145,1,37
理科大楼_3146,1,20
理科大楼_3147,1,48
理科大楼_3148,1,34
理科大楼_3149,1,12
理科大楼_3150,1,6
理科大楼_3151,1,5
理科大楼_3152,1,18
理科大楼_3153,1,35
理科大楼_3154,1,47
理科大楼_3155,1,5
理科大楼_3156,1,5
理科大楼_3157,1,29
理科大楼_3158,1,11
理科大楼_3159,1,14
理科大楼_3160,1,45
理科大楼_3161,1,17
理科大楼_3162,1,12
理科大楼_3163,1,25
理科大楼_3164,1,31
理科大楼_3165,1,6
理科大楼_3166,1,30
理科大楼_3167,1,16
理科大楼_3168,1,46
理科大楼_3169,1,15
理科大楼_3170,1,40
理科大楼_3171,1,27
理科大楼_3172,1,11
理科大楼_3173,1,40
理科大楼_3174,1,14
理科大楼_3175,1,17
理科大楼_3176,1,24
理科大楼_3177,1,15
理科大楼_3178,1,28
理科大楼_3179,1,22
理科大楼_3180,1,36
理科大楼_3181,1,47
理科大楼_3182,1,50
理科大楼_3183,1,45
理科大楼_3184,1,19
理科大楼_3185,1,41
理科大楼_3186,1,42
理科大楼_3187,1,39
理科大楼_3188,1,7
理科大楼_3189,1,9
理科大楼_3190,1,45
理科大楼_3191,1,27
理科大楼_3192,1,10
理科大楼_3193,1,18
理科大楼_3194,1,14
理科大楼_3195,1,44
理科大楼_3196,1,44
理科大楼_3197,1,44
理科大楼_3198,1,33
理科大楼_3199,1,38
理科大楼_3200,1,36
理科大楼_3201,1,25
理科大楼_3202,1,26
理科大楼_3203,1,42
理科大楼_3204,1,27
理科大楼_3205,1,38
理科大楼_3206,1,49
理科大楼_3207,1,21
理科大楼_3208,1,20
理科大楼_3209,1,8
理科大楼_3210,1,49
理科大楼_3211,1,23
理科大楼_3212,1,49
理科大楼_3213,1,18
理科大楼_3214,1,30
理科大楼_3215,1,16
理科大楼_3216,1,10
理科大楼_3217,1,21
理科大楼_3218,1,22
理科大楼_3219,1,47
理科大楼_3220,1,16
理科大楼_3221,1,17
理科大楼_3222,1,42
理科大楼_3223,1,37
理科大楼_3224,1,50
理科大楼_3225,1,47
理科大楼_3226,1,45
理科大楼_3227,1,26
理科大楼_3228,1,11
理科大楼_3229,1,36
理科大楼_3230,1,42
理科大楼_3231,1,16
理科大楼_3232,1,22
理科大楼_3233,1,11
理科大楼_3234,1,38
理科大楼_3235,1,37
理科大楼_3236,1,46
理科大楼_3237,1,6
理科大楼_3238,1,28
理科大楼_3239,1,40
理科大楼_3240,1,47
理科大楼_3241,1,37
理科大楼_3242,1,35
理科大楼_3243,1,18
理科大楼_3244,1,28
理科大楼_3245,1,40
理科大楼_3246,1,12
理科大楼_3247,1,32
理科大楼_3248,1,6
理科大楼_3249,1,11
理科大楼_3250,1,31
理科大楼_3251,1,39
理科大楼_3252,1,14
理科大楼_3253,1,33
理科大楼_3254,1,16
理科大楼_3255,1,37
理科大楼_3256,1,28
理科大楼_3257,1,20
理科大楼_3258,1,47
理科大楼_3259,1,12
理科大楼_3260,1,18
理科大楼_3261,1,39
理科大楼_3262,1,10
理科大楼_3263,1,29
理科大楼_3264,1,18
理科大楼_3265,1,41
理科大楼_3266,1,50
理科大楼_3267,1,29
理科大楼_3268,1,17
理科大楼_3269,1,37
理科大楼_3270,1,36
理科大楼_3271,1,31
理科大楼_3272,1,10
理科大楼_3273,1,36
理科大楼_3274,1,28
理科大楼_3275,1,19
理科大楼_3276,1,13
理科大楼_3277,1,23
理科大楼_3278,1,32
理科大楼_3279,1,27
理科大楼_3280,1,41
理科大楼_3281,1,34
理科大楼_3282,1,26
理科大楼_3283,1,40
理科大楼_3284,1,16
理科大楼_3285,1,11
理科大楼_3286,1,13
理科大楼_3287,1,25
理科大楼_3288,1,35
理科大楼_3289,1,29
理科大楼_3290,1,46
理科大楼_3291,1,46
理科大楼_3292,1,24
理科大楼_3293,1,7
理科大楼_3294,1,47
理科大楼_3295,1,42
理科大楼_3296,1,31
理科大楼_3297,1,9
理科大楼_3298,1,26
理科大楼_3299,1,32
理科大楼_3300,1,13
理科大楼_3301,1,29
理科大楼_3302,1,11
